@T,table,
@H,timestamp,val_1
val,  ,1
,2015-07-21 00:00,-9999
,2015-07-21 01:00,-9999
,2015-07-21 02:00,-9999
,2015-07-21 03:00,-9999
,2015-07-21 04:00,-9999
,2015-07-21 05:00,-9999
,2015-07-21 06:00,-9999
,2015-07-21 07:00,-9999
,2015-07-21 08:00,-9999
,2015-07-21 09:00,-9999
,2015-07-21 10:00,-9999
,2015-07-21 11:00,-9999
,2015-07-21 12:00,-9999
,2015-07-21 13:00,-9999
,2015-07-21 14:00,-9999
,2015-07-21 15:00,-9999
,2015-07-21 16:00,-9999
,2015-07-21 17:00,-9999
,2015-07-21 18:00,-9999
,2015-07-21 19:00,-9999
,2015-07-21 20:00,-9999
,2015-07-21 21:00,-9999
,2015-07-21 22:00,-9999
,2015-07-21 23:00,-9999